0,2,3834
0,8,216
0,16,987
0,32,2000
0,64,4622
0,128,9200
0,256,19468
0,512,38779
0,1024,78122
0,2048,155903
0,4096,156500
0,8192,21
0,16384,113
0,32768,268
0,65536,676
0,131072,1344
0,262144,2719
0,524288,5531
0,1048576,11268
0,2097152,22595
0,4194304,22108
1,2,3679
1,4,532136
1,4096,13
1,8192,55
1,16384,49
1,32768,63
1,65536,40
1,131072,49
1,262144,57
1,524288,59
1,1048576,66
1,2097152,54
1,4194304,27
2,1,3772
2,4,532575
3,4,3447
3,8,206
3,16,923
3,32,1972
3,64,4660
3,128,9299
3,256,19471
3,512,38358
3,1024,78503
3,2048,156170
3,4096,156653
3,8192,70
3,16384,155
3,32768,309
3,65536,714
3,131072,1339
3,262144,2814
3,524288,5612
3,1048576,11071
3,2097152,22536
3,4194304,21994
4,1,5237
5,1,4569
5,4,8
5,8,2
5,16,2
5,32,5
5,64,22
5,128,27
5,256,43
5,512,76
5,1024,195
5,2048,234
5,4096,54
6,1,536347
7,4,468817
7,8,53
7,16,163
7,32,524
7,64,812
7,128,1492
7,256,2944
7,512,5786
7,1024,11380
7,2048,22143
7,4096,22168
