0,8,14302
0,524288,2074
0,268435456,10
1,2,16387
2,8,14366
2,134217728,1803
3,8,14255
3,134217728,2127
3,268435456,3
4,8,14311
4,2048,2066
4,268435456,7
5,2,16387
6,8,14324
6,524288,2045
6,134217728,6
6,268435456,11
7,1,14383
7,4,2004
8,1,14401
8,2,1986
9,1,14314
9,2048,2059
9,524288,14
10,2,14360
10,8,1967
10,2048,60
11,8,14283
11,134217728,2104
12,8,14267
12,524288,2109
12,268435456,9
13,2,14245
13,8,2070
13,2048,72
14,2,16387
15,8,14367
15,134217728,1817
15,268435456,7
16,8,14282
16,2048,2099
16,268435456,5
17,2,16387
18,8,14306
18,524288,2067
18,134217728,7
18,268435456,6
19,1,14461
19,4,1926
20,1,14357
20,2,2030
21,1,14450
21,2048,1928
21,524288,9
