0,2048,9208
0,32768,1
0,131072,3
0,262144,14
0,524288,59
0,1048576,196
0,2097152,697
0,4194304,307
1,1,10485
2,2,9079
2,131072,2
2,262144,12
2,524288,50
2,1048576,197
2,2097152,629
2,4194304,516
3,1,14764
3,4096,522284
4,4096,471333
4,8192,113
4,16384,144
4,32768,404
4,65536,874
4,131072,1926
4,262144,4145
4,524288,8157
4,1048576,16792
4,2097152,33109
5,2,102
6,1,10485
7,1,6
7,2,10479
8,1,102
9,1,85
9,262144,1
9,524288,3
9,1048576,7
9,2097152,6
10,2,9171
10,2048,1313
11,2,5248
12,1,537395
13,1,526
13,2,536869
14,1,37
14,2,4530
15,1,22
15,4096,1
15,8192,3
15,16384,11
15,32768,21
15,65536,51
15,131072,141
15,262144,262
15,524288,568
15,1048576,1227
15,2097152,2250
