0,2,10838
0,4,146700
0,8,162
0,16,259
0,32,549
0,64,1095
0,128,1909
0,256,3142
0,512,4642
0,1024,5699
0,2048,3438
1,2,3201
1,4,154346
1,128,3
1,256,17
1,512,40
1,1024,86
1,2048,181
1,4096,288
1,8192,448
1,16384,704
1,32768,1058
1,65536,1544
1,131072,2289
1,262144,3099
1,524288,4618
1,1048576,6488
2,1,141
2,2,5096
3,1,102
4,16,1
4,1024,2
4,2048,1
4,8192,3
4,16384,8
4,32768,6
4,65536,11
4,131072,10
4,262144,12
4,524288,21
4,1048576,27
5,1,178433
6,1,9510
6,2,168923
7,8,1
7,16,3
7,32,6
7,64,9
7,128,15
7,256,21
7,512,37
7,1024,35
7,2048,65
7,4096,87
7,8192,133
7,16384,207
7,32768,245
7,65536,424
7,131072,544
7,262144,797
7,524288,1072
7,1048576,1529
8,1,5237
9,1,203
9,2,4408
9,32,24
9,64,49
9,128,62
9,256,91
9,512,146
9,1024,155
9,2048,99
10,1,5237
11,1,95
11,2,4507
11,128,1
11,256,2
11,512,3
11,1024,3
11,2048,12
11,4096,18
11,8192,13
11,16384,27
11,32768,38
11,65536,41
11,131072,60
11,262144,100
11,524288,125
11,1048576,189
12,1,5237
