0,1,184
0,2,34
0,16,160
0,32,286
0,64,522
0,128,758
0,256,1171
0,512,1325
0,1024,797
1,2,157483
1,4,165
1,8,283
1,16,546
1,32,1094
1,64,1920
1,128,3133
1,256,4655
1,512,5711
1,1024,3443
2,4,937
2,8,2556
2,16,4894
2,32,9003
2,64,15400
2,128,24357
2,256,34017
2,512,40286
2,1024,24971
2,16384,52
2,32768,219
2,65536,653
2,131072,1478
2,262144,3626
2,524288,15883
2,1048576,91
2,2097152,10
3,4,69
3,8,115
3,16,144
3,32,292
3,64,436
3,128,716
3,256,969
3,512,1107
3,1024,702
3,16384,3
3,32768,7
3,65536,14
3,131072,42
3,262144,101
3,524288,476
3,1048576,44
4,1,4577
4,2,24
4,16,23
4,32,38
4,64,66
4,128,95
4,256,134
4,512,165
4,1024,115
5,1,4
5,2,5
5,4,13
5,8,15
5,16,41
5,32,80
5,64,149
5,128,331
5,256,622
5,512,1319
5,1024,2669
6,2,155986
6,4,480
6,8,70
6,16,235
6,32,416
6,64,724
6,128,1430
6,256,2782
6,512,5630
6,1024,11026
6,524288,1
6,1048576,25
6,2097152,26
6,4194304,15
6,8388608,17
6,16777216,20
6,33554432,12
6,67108864,20
6,134217728,17
6,268435456,15
6,536870912,9
7,4,290
7,8,600
7,16,1271
7,32,2372
7,64,4954
7,128,9569
7,256,19668
7,512,39180
7,1024,77949
7,4096,41
7,8192,67
7,16384,165
7,32768,382
7,65536,714
7,131072,1537
7,262144,3696
7,524288,16341
7,1048576,158
7,2097152,2
8,1,4618
8,512,1
8,1024,9
8,2048,2
8,4096,1
8,8192,1
8,16384,7
8,32768,13
8,65536,27
8,131072,43
8,262144,96
8,524288,429
8,1048576,1
9,2,4544
9,65536,1
9,262144,1
9,524288,1
9,1048576,19
10,16,2
10,32,1
10,64,5
10,128,4
10,256,11
10,512,26
10,1024,38
11,2,91
12,1,32
12,2,4530
12,4,2
12,8,2
12,16,3
12,32,5
12,64,11
12,128,37
12,256,96
12,512,165
12,1024,354
13,2,1
13,16,2
13,64,1
13,128,7
13,256,8
13,512,26
13,1024,57
14,2,90
